Queryila	Hitita	Kailavsita	Ksilavsita	KaKsilavsita	NJtree	Ath_annotation	Annotated_EST	Viridiplantae_annotation
ila226961	ita16159	0.0755	0.1216	0.620888157894737	(ila,ita)	none	ila226961	702411	
ila33782	ita23977	0.0001	0.1372	0.000728862973760933	(ila,ita)	AT1G56110.1	ila33782	574079	
ila5767	ita36157	0.0369	0.1206	0.305970149253731	(ila,ita)	none	ila5767	690393	
ila4792	ita38034	0.0345	0.1373	0.251274581209031	(ita,ila)	none	ita38034	700108	
ila34229	ita23209	0.0225	0.0754	0.29840848806366	(ila,ita)	none	ila34229	697235	
ila5653	ita23090	0.0946	0.2789	0.339189673718179	(ila,ita)	none	ila5653	561043	
ila232683	ita22784	0.0197	0.1631	0.120784794604537	(ila,ita)	AT1G43710.1	ila232683	701465	
ila27482	ita30485	0.0133	0.1332	0.0998498498498498	(ita,ila)	AT1G47260.1	ita30485	698333	
ila226597	ita33506	0.0416	0.1926	0.215991692627207	(ila,ita)	AT5G39020.1	ila226597	688526	
ila35856	ita33215	0.1323	0.1945	0.680205655526992	(ita,ila)	none	ita33215	571217	
ila14509	ita4330	0.1322	0.5541	0.238585092943512	(ila,ita)	AT1G08090.1	ila14509	567434	
ila229866	ita35210	0.0471	0.2195	0.214578587699317	(ita,ila)	none	ita35210	13059	
ila22899	ita33580	0.0089	0.0747	0.119143239625167	(ita,ila)	AT1G70610.1	ita33580	561332	
ila35563	ita13572	0.0288	0.1885	0.152785145888594	(ita,ila)	AT5G43760.1	ita13572	549582	
ila231377	ita8976	0.0221	0.1302	0.16973886328725	(ila,ita)	none	ila231377	708661	
ila32613	ita12982	0.0234	0.0977	0.239508700102354	(ita,ila)	none	ita12982	690008	
ila35712	ita24028	0.0112	0.0987	0.113475177304965	(ila,ita)	AT3G55950.1	ila35712	704726	
ila31080	ita12265	0.0463	0.1682	0.275267538644471	(ita,ila)	none	ita12265	51710	
ila7405	ita3259	0.0234	0.1170	0.2	(ila,ita)	AT4G36090.3	ila7405	58086	
ila31608	ita37508	0.0326	0.1330	0.245112781954887	(ita,ila)	none	ita37508	558288	
ila230869	ita37623	0.0373	0.1022	0.364970645792564	(ila,ita)	none	ila230869	171021	
ila25976	ita15317	0.0078	0.1490	0.0523489932885906	(ila,ita)	AT2G14260.2	ila25976	662570	
ila33689	ita8019	0.0141	0.1029	0.137026239067055	(ila,ita)	none	ila33689	875945	
ila208834	ita32496	0.0728	0.3319	0.219343175655318	(ila,ita)	none	ila208834	413447	
ila34752	ita7790	0.0097	0.1370	0.0708029197080292	(ita,ila)	none	ita7790	936237	
ila217248	ita13035	0.0158	0.1373	0.115076474872542	(ila,ita)	none	ila217248	697919	
ila9090	ita19145	0.0206	0.0692	0.297687861271676	(ila,ita)	AT2G35060.2	ila9090	701756	
ila31227	ita34116	0.0279	0.1085	0.257142857142857	(ila,ita)	none	ila31227	693975	
ila23894	ita35235	0.0113	0.1395	0.0810035842293907	(ila,ita)	AT1G75330.1	ila23894	547486	
ila22840	ita39398	0.0085	0.0861	0.0987224157955865	(ita,ila)	none	ita39398	551525	
ila35161	ita12471	0.0337	0.1390	0.242446043165468	(ila,ita)	AT5G05980.2	ila35161	615331	
ila22506	ita10274	0.0235	0.0974	0.241273100616016	(ila,ita)	none	ila225062	701104	
ila23637	ita10057	0.0524	0.1324	0.395770392749245	(ila,ita)	none	ila23637	704973	
ila210441	ita3585	0.0285	0.0682	0.417888563049853	(ila,ita)	none	ila210441	570788	
ila8926	ita12920	0.0116	0.0771	0.150453955901427	(ila,ita)	AT2G45200.1	ila8926	697511	
ila30366	ita15330	0.0226	0.2037	0.110947471772214	(ita,ila)	AT5G16970.1	ita15330	555823	
ila228286	ita37312	0.0465	0.5913	0.0786402841197362	(ila,ita)	none	ila228286	692919	
ila24709	ita16940	0.0173	0.1581	0.109424414927261	(ita,ila)	none	ita16940	705150	
ila15498	ita28555	0.0291	0.1664	0.174879807692308	(ila,ita)	AT1G08070.1	ila15498	700655	
ila229562	ita34960	0.0187	0.0366	0.510928961748634	(ila,ita)	none	ila229562	665762	
ila222572	ita30798	0.0351	0.1029	0.341107871720117	(ita,ila)	none	ita30798	558288	
ila14269	ita12592	0.0256	0.1276	0.200626959247649	(ita,ila)	AT2G23810.1	ita12592	708476	
ila22661	ita37955	0.0335	0.1059	0.316336166194523	(ita,ila)	none	ita37955	708189	
ila30475	ita18938	0.0131	0.0827	0.158403869407497	(ila,ita)	AT4G10960.1	ila30475	703702	
ila6263	ita33088	0.0001	0.1013	0.000987166831194472	(ita,ila)	AT5G42630.1	ita33088	691364	
ila29319	ita5605	0.0295	0.4757	0.0620138742905192	(ita,ila)	none	ita5605	697890	
ila26471	ita4851	0.0037	0.1041	0.0355427473583093	(ila,ita)	AT1G20575.1	ila26471	691310	
ila23829	ita12632	0.0061	0.0930	0.0655913978494624	(ita,ila)	AT3G10110.1	ita12632	704111	
ila19519	ita31385	0.0240	0.1310	0.183206106870229	(ila,ita)	AT2G20570.1	ila19519	710128	
ila30323	ita33073	0.5157	9.2455	0.0557784868314315	(ila,ita)	none	ila30323	302835	
ila34013	ita10794	0.0490	0.1228	0.399022801302932	(ila,ita)	none	ila34013	568657	
ila229705	ita15922	0.0074	0.0876	0.0844748858447489	(ita,ila)	AT5G02280.1	ita15922	915043	
ila230513	ita38524	0.0160	0.0478	0.334728033472803	(ila,ita)	none	ila230513	550905	
ila227757	ita16924	0.0100	0.0879	0.113765642775882	(ila,ita)	none	ila227757	555299	
ila221951	ita36470	0.0282	0.0640	0.440625	(ila,ita)	none	ila221951	422396	
ila20536	ita4183	0.0121	0.1462	0.0827633378932969	(ita,ila)	none	ita4183	571404	
ila229695	ita36495	0.0334	0.1269	0.263199369582348	(ita,ila)	none	ita36495	553049	
ila221290	ita17246	0.0118	0.1354	0.0871491875923191	(ila,ita)	none	ila221290	693738	
ila32601	ita14144	0.0597	0.1800	0.331666666666667	(ila,ita)	none	ila32601	703250	
ila31134	ita21344	0.0201	0.0829	0.242460796139928	(ita,ila)	AT5G60640.2	ita21344	694981	
ila21839	ita31235	0.0205	0.1243	0.164923572003218	(ita,ila)	AT5G20040.2	ita31235	708278	
ila28593	ita33514	0.1134	0.2470	0.459109311740891	(ila,ita)	none	ila28593	704424	
ila22459	ita33274	0.0895	0.1450	0.617241379310345	(ila,ita)	none	ila224597	103631	
ila232163	ita32397	0.1440	4.9686	0.028982007003985	(ita,ila)	none	ita32397	549588	
ila20748	ita37476	0.0378	0.1047	0.361031518624642	(ita,ila)	none	ita37476	751615	
ila229605	ita34057	0.5391	67.2498	0.00801638071786087	(ita,ila)	none	ita34057	833930	
ila35490	ita24765	0.0363	0.1083	0.335180055401662	(ila,ita)	none	ila35490	553573	
ila227728	ita20762	0.0401	0.0482	0.83195020746888	(ita,ila)	none	ita20762	688820	
ila224031	ita5657	0.1515	0.2572	0.589035769828927	(ita,ila)	none	ita5657	560926	
ila35499	ita7785	0.0331	0.1136	0.29137323943662	(ila,ita)	none	ila35499	706783	
ila22463	ita29047	0.0115	0.0965	0.119170984455959	(ila,ita)	AT2G16800.1	ila22463	705005	
ila33839	ita20253	0.0671	0.0673	0.99702823179792	(ila,ita)	none	ila33839	13541	
ila211749	ita28009	0.0085	0.1597	0.0532247964934252	(ita,ila)	AT5G46460.1	ita28009	558288	
ila16649	ita24587	0.0493	0.2287	0.215566243987757	(ita,ila)	none	ita24587	708043	
ila32220	ita18058	0.1245	0.2558	0.486708365910868	(ita,ila)	AT5G03880.1	ita18058	697423	
ila233084	ita22255	0.0165	0.1120	0.147321428571429	(ila,ita)	none	ila233084	702601	
ila232780	ita29681	0.0178	0.1231	0.144597887896019	(ita,ila)	none	ita29681	706077	
ila223816	ita31944	0.5181	12.8942	0.0401808565091281	(ita,ila)	none	ita31944	704724	
ila9286	ita35558	0.1007	0.1092	0.922161172161172	(ita,ila)	AT4G37560.1	ita35558	51783	
ila1725	ita10528	0.0285	0.1674	0.170250896057348	(ita,ila)	AT1G78000.2	ita10528	690997	
ila36396	ita29426	0.0246	0.1100	0.223636363636364	(ila,ita)	none	ila36396	549014	
ila30943	ita6702	0.0223	0.1061	0.210179076343073	(ita,ila)	none	ita6702	688813	
ila30765	ita38267	0.0265	0.0970	0.27319587628866	(ila,ita)	none	ila30765	700626	
ila14655	ita5431	0.0198	0.2080	0.0951923076923077	(ila,ita)	AT5G54810.1	ila14655	134287	
ila11464	ita21504	0.0328	0.1700	0.192941176470588	(ita,ila)	none	ita21504	558288	
ila221641	ita5945	0.2793	0.5503	0.50754134108668	(ita,ila)	none	ita5945	704724	
ila29717	ita32253	0.1087	0.2983	0.364398256788468	(ila,ita)	none	ila29717	578395	
ila12688	ita30080	1.0250	9.4002	0.109040233186528	(ita,ila)	none	ita30080	385074	
ila19299	ita14087	0.0206	0.2000	0.103	(ita,ila)	none	ita14087	20692	
ila9159	ita29651	0.0357	0.1759	0.202956225127914	(ila,ita)	AT3G61470.1	ila9159	859516	
ila21958	ita36552	0.0718	0.1418	0.506346967559944	(ila,ita)	none	ila21958	706607	
ila232191	ita12631	0.0027	0.0870	0.0310344827586207	(ila,ita)	AT5G02820.1	ila232191	579338	
ila231423	ita36601	0.0299	0.1704	0.175469483568075	(ita,ila)	none	ita36601	706425	
ila36174	ita7704	0.0309	0.1310	0.23587786259542	(ita,ila)	none	ita7704	292780	
ila228112	ita20641	0.0050	0.0658	0.0759878419452888	(ita,ila)	AT1G32500.1	ita20641	695970	
ila4316	ita28610	0.0241	0.2198	0.109645131938126	(ita,ila)	AT1G35140.1	ita28610	706585	
ila213329	ita38567	0.0219	0.2243	0.0976370931787784	(ita,ila)	none	ita38567	697970	
ila232841	ita35704	0.0018	0.1132	0.0159010600706714	(ila,ita)	AT4G20980.3	ila232841	749963	
ila4580	ita29246	0.0395	0.1045	0.37799043062201	(ila,ita)	AT5G58510.1	ila4580	786885	
ila20358	ita17149	0.0633	0.1546	0.409443725743855	(ila,ita)	AT2G19860.1	ila20358	701046	
ila23225	ita38127	0.0693	0.2135	0.324590163934426	(ita,ila)	none	ita38127	66722	
ila37046	ita28210	0.0460	0.1705	0.269794721407625	(ita,ila)	AT1G50710.1	ita28210	710118	
ila35228	ita7354	0.0119	0.0797	0.14930991217064	(ila,ita)	AT1G49010.1	ila35228	551583	
ila233025	ita25261	0.0273	0.0892	0.306053811659193	(ila,ita)	AT1G02020.1	ila233025	694321	
ila223788	ita12317	0.0330	0.0958	0.34446764091858	(ila,ita)	none	ila223788	8302	
ila8916	ita29392	0.0311	0.1320	0.235606060606061	(ita,ila)	none	ita29392	696614	
ila215933	ita37794	0.0382	0.1266	0.30173775671406	(ila,ita)	AT1G61590.1	ila215933	698162	
ila17502	ita19907	0.0104	0.1154	0.0901213171577123	(ila,ita)	AT5G48150.2	ila17502	709684	
ila21844	ita38055	0.0430	0.1455	0.29553264604811	(ita,ila)	AT5G06780.1	ita38055	870238	
ila231619	ita35376	0.0261	0.0829	0.314837153196622	(ita,ila)	none	ita35376	662310	
ila1475	ita7546	0.0002	0.1915	0.0010443864229765	(ita,ila)	AT5G56010.1	ita7546	53023	
ila676	ita31308	0.0028	0.1396	0.0200573065902579	(ita,ila)	AT2G05160.1	ita31308	568325	
ila229757	ita30374	0.0430	0.0744	0.577956989247312	(ita,ila)	none	ita30374	704237	
ila14810	ita25336	0.0153	0.2230	0.068609865470852	(ila,ita)	AT3G52930.1	ila14810	472357	
ila24928	ita15901	0.0055	0.0865	0.0635838150289017	(ita,ila)	AT2G05710.1	ita15901	697059	
ila36613	ita33212	0.0221	0.1375	0.160727272727273	(ila,ita)	none	ila36613	689881	
ila229317	ita18665	0.0250	0.0401	0.623441396508728	(ila,ita)	none	ila229317	571621	
ila227647	ita35454	0.0278	0.1396	0.199140401146132	(ita,ila)	none	ita35454	555983	
ila16288	ita1820	0.0198	0.0953	0.207764952780693	(ita,ila)	none	ita18204	561928	
ila232505	ita22010	0.0211	0.0939	0.224707135250266	(ita,ila)	none	ita22010	691392	
ila36615	ita31887	0.0298	0.1444	0.206371191135734	(ita,ila)	AT5G04900.1	ita31887	738779	
ila219290	ita26344	0.0251	0.0398	0.630653266331658	(ita,ila)	none	ita26344	697357	
ila225030	ita34922	0.0419	0.0862	0.486078886310905	(ita,ila)	AT5G57590.1	ita34922	697714	
ila213490	ita19006	0.0258	0.0988	0.261133603238866	(ita,ila)	none	ita19006	558288	
ila229630	ita24180	0.0328	0.2081	0.157616530514176	(ila,ita)	none	ila229630	548081	
ila25695	ita34969	0.0364	0.1285	0.283268482490272	(ila,ita)	none	ila25695	689712	
ila28086	ita36600	0.1426	0.3489	0.408713098308971	(ita,ila)	AT1G10320.1	ita36600	628910	
ila215691	ita24656	0.0507	0.1577	0.32149651236525	(ita,ila)	none	ita24656	701051	
ila36514	ita11534	0.0114	0.1384	0.0823699421965318	(ita,ila)	AT5G65110.2	ita11534	701618	
ila34235	ita833	0.0862	0.1545	0.557928802588997	(ila,ita)	none	ila34235	695095	
ila19646	ita22675	0.0692	0.1855	0.373045822102426	(ila,ita)	AT3G22660.1	ila19646	578682	
ila30181	ita26151	0.0926	0.2147	0.431299487657196	(ita,ila)	none	ita26151	575308	
ila37018	ita35388	0.0334	0.0690	0.484057971014493	(ita,ila)	none	ita35388	689148	
ila18323	ita35506	0.0700	0.2119	0.330344502123643	(ita,ila)	AT1G79750.1	ita35506	703028	
ila12248	ita30314	0.5760	3.8129	0.15106611765323	(ita,ila)	none	ita30314	578334	
ila8260	ita8539	0.0167	0.1229	0.135882831570382	(ita,ila)	AT3G12050.2	ita8539	692686	
ila35025	ita12424	0.0684	0.1951	0.350589441312148	(ita,ila)	AT2G37170.1	ita12424	396576	
ila35989	ita15772	0.0430	0.1044	0.411877394636015	(ita,ila)	none	ita15772	703221	
ila231584	ita16460	0.3177	1.2798	0.248241912798875	(ila,ita)	AT3G04470.1	ila231584	699284	
ila226070	ita26455	0.0207	0.1029	0.201166180758017	(ita,ila)	none	ita26455	702443	
ila7757	ita11822	0.0080	0.1165	0.0686695278969957	(ita,ila)	AT1G52980.1	ita11822	706733	
ila9140	ita15079	0.0855	0.1383	0.61822125813449	(ita,ila)	AT5G04885.1	ita15079	707021	
ila28248	ita39278	0.0272	0.1084	0.250922509225092	(ita,ila)	none	ita39278	644268	
ila5878	ita12602	0.0070	0.0669	0.104633781763827	(ila,ita)	AT3G12940.1	ila5878	556917	
ila30518	ita28013	0.0075	0.0994	0.0754527162977867	(ila,ita)	AT3G22590.1	ila30518	561631	
ila20654	ita23632	0.0089	0.0824	0.108009708737864	(ita,ila)	AT2G25520.1	ita23632	699098	
ila1606	ita38429	0.0420	0.0882	0.476190476190476	(ita,ila)	AT5G37340.1	ita38429	570808	
ila232194	ita20541	0.0343	0.1118	0.306797853309481	(ita,ila)	none	ita20541	555983	
ila25730	ita20765	0.0059	0.1024	0.0576171875	(ila,ita)	AT1G78770.1	ila25730	696997	
ila223286	ita33166	0.0064	0.1422	0.0450070323488045	(ila,ita)	AT2G33640.1	ila223286	789851	
ila25530	ita38405	0.1272	0.2540	0.500787401574803	(ita,ila)	AT5G40280.1	ita38405	694728	
ila5664	ita12465	0.0038	0.1031	0.0368574199806014	(ita,ila)	AT3G60190.1	ita12465	705936	
ila231915	ita9695	0.0156	0.1497	0.104208416833667	(ita,ila)	AT1G29630.1	ita9695	563928	
ila10456	ita39388	0.0278	0.1715	0.162099125364431	(ita,ila)	AT4G17550.1	ita39388	697400	
ila26013	ita32197	0.0108	0.1003	0.107676969092722	(ila,ita)	AT4G27240.1	ila26013	697336	
ila231941	ita9619	0.0311	0.1070	0.290654205607477	(ila,ita)	none	ila231941	706258	
ila232901	ita5990	0.0096	0.1002	0.0958083832335329	(ita,ila)	AT1G80830.1	ita5990	697473	
ila13337	ita37416	0.0295	0.1362	0.216593245227606	(ila,ita)	AT1G67490.2	ila13337	703554	
ila228303	ita33335	0.0051	0.0683	0.0746705710102489	(ita,ila)	none	ita33335	396201	
ila17562	ita8650	0.6180	81.7718	0.00755761766281285	(ita,ila)	none	ita8650	704759	
ila232786	ita18060	0.0191	0.1396	0.136819484240688	(ita,ila)	AT4G38500.1	ita18060	694699	
ila7449	ita22991	1.3298	2.7991	0.475081276124469	(ita,ila)	AT2G30490.1	ita22991	776512	
ila14746	ita17746	0.0438	0.1973	0.221996958945768	(ita,ila)	none	ita17746	695095	
ila22971	ita38586	0.0055	0.0989	0.0556117290192113	(ila,ita)	AT5G25220.2	ila22971	698029	
ila37139	ita22352	0.0274	0.0832	0.329326923076923	(ita,ila)	none	ita22352	709191	
ila33877	ita38166	0.1740	1.5432	0.112752721617418	(ila,ita)	none	ila33877	549588	
ila216431	ita13918	0.0179	0.2412	0.074212271973466	(ita,ila)	none	ita13918	551141	
ila37173	ita17801	0.0135	0.0873	0.154639175257732	(ila,ita)	none	ila37173	696603	
ila22510	ita8372	0.0170	0.0998	0.170340681362725	(ita,ila)	none	ita8372	705850	
ila21410	ita29504	0.0233	0.1488	0.156586021505376	(ila,ita)	none	ila214109	700108	
ila226824	ita23013	0.0001	0.1274	0.000784929356357928	(ita,ila)	AT4G38620.1	ita23013	691415	
ila231235	ita19529	0.0495	0.1863	0.265700483091787	(ita,ila)	none	ita19529	708858	
ila7399	ita6510	0.0165	0.0868	0.190092165898618	(ita,ila)	AT3G59350.3	ita6510	705232	
ila198	ita7947	0.0203	0.1012	0.200592885375494	(ita,ila)	AT3G48890.1	ita7947	562563	
ila221827	ita36769	0.0282	0.0397	0.710327455919396	(ila,ita)	none	ila221827	698212	
ila230562	ita22887	0.0077	0.1042	0.0738963531669866	(ita,ila)	AT3G27280.1	ita22887	706671	
ila21540	ita16339	0.0438	0.1185	0.369620253164557	(ita,ila)	none	ita16339	699128	
ila32595	ita19654	0.1836	0.3720	0.493548387096774	(ita,ila)	none	ita19654	691273	
ila1046	ita21203	1.0799	68.2195	0.0158297847389676	(ila,ita)	AT4G01210.1	ila10461	551843	
ila28296	ita37806	0.1610	1.7231	0.0934362486216702	(ila,ita)	none	ila28296	577686	
ila18099	ita18345	0.0091	0.0619	0.147011308562197	(ita,ila)	AT4G14147.1	ita18345	204447	
ila17792	ita13227	0.0272	0.2093	0.129956999522217	(ita,ila)	none	ita13227	696470	
ila232896	ita25220	0.0169	0.0857	0.197199533255543	(ila,ita)	AT3G48990.1	ila232896	698334	
ila34965	ita39329	0.0283	0.1846	0.153304442036836	(ila,ita)	AT3G60100.1	ila34965	698053	
ila2437	ita21897	0.0131	0.1299	0.100846805234796	(ila,ita)	none	ila24373	691412	
ila21830	ita26757	0.0135	0.1676	0.0805489260143198	(ita,ila)	none	ita26757	784461	
ila16611	ita22098	0.0075	0.1030	0.0728155339805825	(ila,ita)	AT5G20520.1	ila16611	692465	
ila29781	ita13515	0.0258	0.0653	0.39509954058193	(ila,ita)	AT3G10405.1	ila29781	453592	
ila37223	ita28348	0.0230	0.1244	0.184887459807074	(ita,ila)	AT4G34910.1	ita28348	708388	
ila1920	ita20940	0.0041	0.1045	0.0392344497607656	(ila,ita)	AT4G35310.1	ila1920	697770	
ila27413	ita26368	0.0399	0.0593	0.672849915682968	(ila,ita)	none	ila27413	557050	
ila23264	ita14754	0.0058	0.1955	0.0296675191815857	(ila,ita)	AT5G52960.1	ila232649	708958	
ila9066	ita24500	0.0207	0.0913	0.226725082146769	(ita,ila)	none	ita24500	861090	
ila222879	ita16896	1.0118	65.1231	0.0155367296704242	(ila,ita)	none	ila222879	11094	
ila8033	ita37492	0.1301	0.3791	0.343181218675811	(ita,ila)	AT4G27020.1	ita37492	704067	
ila10715	ita34590	0.1158	0.2964	0.390688259109312	(ita,ila)	AT2G23940.1	ita34590	695152	
ila19571	ita36989	0.0002	0.1975	0.0010126582278481	(ila,ita)	none	ila19571	656343	
ila216411	ita26145	0.0078	0.0649	0.120184899845917	(ila,ita)	AT4G01850.1	ila216411	614194	
ila20926	ita33222	0.0084	0.1763	0.0476460578559274	(ita,ila)	AT5G54570.1	ita33222	706652	
ila5020	ita21914	0.2260	0.3616	0.625	(ita,ila)	none	ita21914	691141	
ila5756	ita16536	0.0022	0.1153	0.0190806591500434	(ita,ila)	AT1G47640.1	ita16536	699041	
ila15545	ita21808	0.0206	0.0810	0.254320987654321	(ila,ita)	none	ila15545	751615	
ila231677	ita23708	0.9336	17.4572	0.0534793666796508	(ita,ila)	none	ita23708	688334	
ila226768	ita15666	0.0314	0.0854	0.36768149882904	(ita,ila)	AT3G24000.1	ita15666	704724	
ila34012	ita38766	0.0126	0.0753	0.167330677290837	(ita,ila)	AT5G01990.1	ita38766	693100	
ila30443	ita18602	0.0477	0.1228	0.388436482084691	(ila,ita)	AT1G16800.1	ila30443	11865	
ila233133	ita25054	0.0107	0.1163	0.0920034393809114	(ita,ila)	AT3G02450.1	ita25054	546411	
ila221455	ita19007	0.0266	0.0884	0.300904977375566	(ita,ila)	none	ita19007	697357	
ila232671	ita18739	0.1567	0.3207	0.488618646710321	(ita,ila)	AT4G19010.1	ita18739	335772	
ila27613	ita36445	0.0174	0.1164	0.149484536082474	(ila,ita)	AT4G02050.1	ila27613	708696	
ila34609	ita24157	0.0287	0.1751	0.163906339234723	(ila,ita)	AT2G23740.1	ila34609	567782	
ila227267	ita18074	0.0221	0.0240	0.920833333333333	(ila,ita)	none	ila227267	568099	
ila31688	ita36643	0.0133	0.1281	0.103825136612022	(ila,ita)	AT5G35170.2	ila31688	709109	
ila11209	ita31740	0.0214	0.1760	0.121590909090909	(ita,ila)	AT1G79230.1	ita31740	8491	
ila10189	ita8653	0.0916	0.1725	0.531014492753623	(ita,ila)	AT5G48380.1	ita8653	700340	
ila25219	ita15451	0.0208	0.1395	0.14910394265233	(ila,ita)	none	ila25219	688510	
ila25515	ita23816	0.0255	0.1015	0.251231527093596	(ita,ila)	AT1G53420.1	ita23816	8419	
ila36866	ita11769	0.0359	0.1600	0.224375	(ita,ila)	none	ita11769	698712	
ila33769	ita27989	0.0462	0.1217	0.37962202136401	(ita,ila)	none	ita27989	307651	
ila227341	ita32410	0.0122	0.1623	0.0751694393099199	(ita,ila)	AT4G24220.1	ita32410	6484	
ila26609	ita34486	0.0425	0.1836	0.231481481481481	(ila,ita)	none	ila26609	702400	
ila18608	ita25998	0.0283	0.2759	0.102573396158028	(ita,ila)	AT1G75270.1	ita25998	691868	
ila233067	ita23917	0.0281	0.2196	0.127959927140255	(ila,ita)	none	ila233067	826987	
ila27104	ita9039	0.0237	0.0886	0.267494356659142	(ita,ila)	none	ita9039	546388	
ila34644	ita10242	0.0111	0.0965	0.115025906735751	(ila,ita)	AT5G60580.3	ila34644	467131	
ila7631	ita26446	0.0140	0.1583	0.0884396715097915	(ila,ita)	AT4G33580.2	ila7631	690642	
ila36269	ita19353	0.0059	0.0779	0.0757381258023107	(ila,ita)	AT3G55530.1	ila36269	706244	
ila232936	ita3588	0.0255	0.0951	0.26813880126183	(ita,ila)	AT3G17040.1	ita35883	690395	
ila2996	ita34097	0.0153	0.1609	0.0950901180857676	(ita,ila)	AT3G46740.1	ita34097	563031	
ila7580	ita31312	1.0963	5.8765	0.186556623840722	(ita,ila)	none	ita31312	701706	
ila10147	ita25593	0.0054	0.1228	0.0439739413680782	(ila,ita)	AT4G32551.1	ila10147	700091	
ila27078	ita23298	0.0549	0.1728	0.317708333333333	(ita,ila)	AT2G16940.1	ita23298	915304	
ila35582	ita33773	1.0145	47.8908	0.0211836093780016	(ila,ita)	none	ila35582	703523	
ila27945	ita38423	0.0119	0.0387	0.30749354005168	(ila,ita)	none	ila27945	701143	
ila16111	ita37319	0.0282	0.0731	0.385772913816689	(ila,ita)	none	ila16111	641953	
ila30725	ita10351	0.0305	0.0909	0.335533553355336	(ita,ila)	none	ita10351	689459	
ila17178	ita1758	0.0078	0.1026	0.0760233918128655	(ila,ita)	none	ila17178	9152	
ila20898	ita36499	0.0001	0.1361	0.000734753857457752	(ita,ila)	AT5G06360.1	ita36499	554057	
ila29475	ita13255	0.0083	0.0851	0.0975323149236193	(ila,ita)	AT1G79440.1	ila29475	709852	
ila9436	ita4532	0.0849	0.2307	0.368010403120936	(ila,ita)	none	ila9436	695097	
ila25318	ita16849	0.1498	0.4602	0.325510647544546	(ita,ila)	none	ita16849	136098	
ila26214	ita27536	0.0404	0.1740	0.232183908045977	(ila,ita)	AT1G50510.1	ila26214	691237	
ila15103	ita23983	0.2294	0.5445	0.421303948576676	(ila,ita)	none	ila15103	516911	
ila35694	ita23291	0.0606	0.1268	0.477917981072555	(ita,ila)	none	ita23291	688483	
ila33878	ita39080	0.0185	0.1225	0.151020408163265	(ita,ila)	AT3G57790.1	ita39080	618565	
ila4770	ita33356	0.0126	0.1598	0.0788485607008761	(ita,ila)	AT3G16910.1	ita33356	548697	
ila37105	ita30386	0.0175	0.1724	0.101508120649652	(ita,ila)	AT2G30970.1	ita30386	709445	
ila222296	ita27475	0.0231	0.0619	0.373182552504039	(ita,ila)	none	ita27475	557803	
ila4926	ita20793	0.1631	0.2940	0.554761904761905	(ita,ila)	none	ita20793	546746	
ila26135	ita23566	0.0082	0.0893	0.0918253079507279	(ita,ila)	none	ita23566	706746	
ila36183	ita17117	0.0211	0.0896	0.235491071428571	(ila,ita)	AT3G53570.4	ila36183	567225	
ila31447	ita18577	0.0177	0.1240	0.142741935483871	(ila,ita)	none	ila31447	696130	
ila36225	ita543	0.0537	0.1182	0.454314720812183	(ila,ita)	none	ila36225	709858	
ila8654	ita6554	0.8015	71.2547	0.0112483808085642	(ita,ila)	AT3G07130.1	ita6554	695156	
ila232723	ita38575	0.0525	0.2155	0.243619489559165	(ita,ila)	none	ita38575	697970	
ila24243	ita5141	0.0199	0.0855	0.232748538011696	(ila,ita)	none	ila24243	124168	
ila232328	ita7893	0.0136	0.1369	0.0993425858290723	(ila,ita)	AT3G48260.1	ila232328	693762	
ila17827	ita36458	0.0710	0.2597	0.273392375818252	(ita,ila)	none	ita36458	698713	
ila7262	ita21171	0.0200	0.1296	0.154320987654321	(ita,ila)	AT3G26380.1	ita21171	694970	
ila217257	ita13231	0.0287	0.2078	0.138113570741097	(ita,ila)	none	ita13231	560149	
ila37172	ita5048	0.0184	0.0577	0.318890814558059	(ila,ita)	AT2G46220.1	ila37172	547708	
ila34803	ita15199	0.0497	0.1268	0.391955835962145	(ita,ila)	AT5G27450.2	ita15199	313196	
ila19223	ita7976	0.0145	0.0959	0.151199165797706	(ila,ita)	AT3G57330.1	ila19223	710009	
ila224493	ita30582	0.0001	0.1447	0.000691085003455425	(ila,ita)	AT3G44680.1	ila224493	575515	
ila31241	ita23841	0.0075	0.1253	0.0598563447725459	(ita,ila)	AT4G29830.1	ita23841	562675	
ila34150	ita15177	0.0157	0.1890	0.0830687830687831	(ita,ila)	AT5G19160.1	ita15177	695679	
ila232118	ita25182	0.0216	0.1466	0.147339699863574	(ita,ila)	none	ita25182	698925	
ila6861	ita12135	0.0100	0.1213	0.0824402308326463	(ita,ila)	AT1G06430.1	ita12135	572949	
ila232322	ita7993	0.0629	0.1488	0.422715053763441	(ita,ila)	none	ita7993	709557	
ila231699	ita10818	0.0337	0.1427	0.236159775753329	(ila,ita)	none	ila231699	699974	
ila8622	ita18942	0.0298	0.1533	0.194390084801044	(ita,ila)	none	ita18942	689411	
ila220691	ita3159	0.0349	0.1341	0.260253542132737	(ita,ila)	none	ita31598	7622	
ila30600	ita15203	0.0061	0.1489	0.0409670920080591	(ita,ila)	AT3G60390.1	ita15203	573640	
ila3220	ita9047	0.0199	0.0879	0.226393629124005	(ita,ila)	AT1G44910.1	ita9047	244232	
ila30535	ita23773	0.0178	0.1465	0.121501706484642	(ita,ila)	none	ita23773	709593	
